date,BTCUSDT,ETHUSDT,BNBUSDT,LTCUSDT,ADAUSDT,NEOUSDT,XLMUSDT
2020-01-01 00:00:00,7230.71,130.18,13.8159,41.58,0.03308,8.736,0.04515
2020-01-01 04:00:00,7205.5,130.52,13.7648,41.55,0.0332,8.716,0.04493
2020-01-01 08:00:00,7195.8,130.84,13.7162,41.67,0.03321,8.791,0.04509
2020-01-01 12:00:00,7233.02,131.84,13.7958,41.89,0.03357,8.905,0.04542
2020-01-01 16:00:00,7223.72,131.98,13.727,41.79,0.03361,8.94,0.04547
2020-01-01 20:00:00,7195.65,130.52,13.6954,41.53,0.03346,8.864,0.04525
2020-01-02 00:00:00,7127.53,128.96,13.5444,41.36,0.03326,8.712,0.04469
2020-01-02 04:00:00,7114.66,129.03,13.4469,41.21,0.03303,8.715,0.04502
2020-01-02 08:00:00,7160.41,130.0,13.5094,41.35,0.03329,8.716,0.04505
2020-01-02 12:00:00,7131.26,129.1,13.381,41.11,0.03324,8.678,0.0449
2020-01-02 16:00:00,6985.45,127.61,13.0638,39.63,0.03266,8.482,0.044
2020-01-02 20:00:00,6961.8,127.22,13.0225,39.44,0.03272,8.474,0.04363
2020-01-03 00:00:00,6953.18,127.04,13.1974,39.4,0.03288,8.486,0.04371
2020-01-03 04:00:00,7207.06,129.01,13.4814,40.4,0.03359,8.75,0.04481
2020-01-03 08:00:00,7340.16,132.5,13.6304,41.67,0.03418,8.874,0.04535
2020-01-03 12:00:00,7320.77,132.31,13.6317,41.72,0.03404,8.802,0.04532
2020-01-03 16:00:00,7331.35,133.52,13.6577,41.82,0.03421,8.902,0.04542
2020-01-03 20:00:00,7345.65,133.95,13.6231,42.05,0.03403,8.894,0.04566
2020-01-04 00:00:00,7336.05,133.33,13.6616,41.9,0.03404,8.847,0.04552
2020-01-04 04:00:00,7350.92,133.82,13.7061,42.46,0.03406,8.852,0.04546
2020-01-04 08:00:00,7333.82,133.96,13.7881,42.54,0.03394,8.93,0.04556
2020-01-04 12:00:00,7320.96,133.14,13.7073,42.28,0.03411,8.88,0.04528
2020-01-04 16:00:00,7344.2,134.2,13.7443,42.65,0.03411,8.916,0.04561
2020-01-04 20:00:00,7349.45,134.02,13.7944,42.58,0.03441,8.996,0.04574
2020-01-05 00:00:00,7474.82,135.77,14.0306,43.08,0.03475,9.198,0.04579
2020-01-05 04:00:00,7467.93,135.96,14.05,43.08,0.03476,9.174,0.04566
2020-01-05 08:00:00,7437.4,135.34,13.964,43.05,0.03451,9.134,0.04553
2020-01-05 12:00:00,7455.24,137.32,14.2606,44.05,0.03497,9.224,0.04588
2020-01-05 16:00:00,7447.53,137.66,14.1806,43.88,0.03506,9.183,0.04577
2020-01-05 20:00:00,7364.19,135.23,14.0368,43.26,0.03455,9.006,0.04543
2020-01-06 00:00:00,7536.77,139.36,14.409,44.35,0.03541,9.209,0.0463
2020-01-06 04:00:00,7512.33,139.08,14.3434,44.35,0.03518,9.212,0.04647
2020-01-06 08:00:00,7537.78,141.57,14.5862,44.91,0.03601,9.563,0.04833
2020-01-06 12:00:00,7533.94,140.34,14.537,44.19,0.03585,9.432,0.04843
2020-01-06 16:00:00,7545.94,141.55,14.6419,44.92,0.03633,9.695,0.04949
2020-01-06 20:00:00,7777.53,143.98,14.9329,45.7,0.03723,9.774,0.05035
2020-01-07 00:00:00,7907.02,143.68,14.9758,45.24,0.03736,9.76,0.05001
2020-01-07 04:00:00,7877.42,142.78,14.8655,45.5,0.03759,9.663,0.04972
2020-01-07 08:00:00,7914.07,142.77,14.8842,45.65,0.03759,9.671,0.05002
2020-01-07 12:00:00,7769.55,139.32,14.5249,44.93,0.03671,9.538,0.04762
2020-01-07 16:00:00,8081.77,143.37,15.0002,46.42,0.03714,9.696,0.04831
2020-01-07 20:00:00,8174.34,142.89,15.0182,46.33,0.03704,9.801,0.04853
2020-01-08 00:00:00,8316.26,144.76,15.0009,47.73,0.03789,9.955,0.04862
2020-01-08 04:00:00,8301.65,143.6,14.9148,47.54,0.03817,9.849,0.04856
2020-01-08 08:00:00,8347.2,143.59,14.9964,47.68,0.03809,9.832,0.04881
2020-01-08 12:00:00,8310.37,141.46,14.7073,46.71,0.03731,9.705,0.04858
2020-01-08 16:00:00,7980.0,138.18,14.2846,44.66,0.03626,9.422,0.04743
2020-01-08 20:00:00,8051.97,140.89,14.5694,45.4,0.03641,9.399,0.04771
2020-01-09 00:00:00,7956.74,139.93,14.4882,45.0,0.03587,9.417,0.04783
2020-01-09 04:00:00,7965.48,139.82,14.5292,45.45,0.03607,9.397,0.04824
2020-01-09 08:00:00,7878.53,138.15,14.4245,45.04,0.03564,9.362,0.04748
2020-01-09 12:00:00,7903.35,138.15,14.4233,45.14,0.03618,9.446,0.04751
2020-01-09 16:00:00,7915.51,137.29,14.4274,44.67,0.03614,9.433,0.04768
2020-01-09 20:00:00,7824.32,138.08,14.4165,44.82,0.03615,9.372,0.04728
2020-01-10 00:00:00,7805.68,136.8,14.2679,44.64,0.03551,9.299,0.04643
2020-01-10 04:00:00,7751.2,136.53,14.2094,44.33,0.0355,9.194,0.04601
2020-01-10 08:00:00,7838.76,138.3,14.3739,45.31,0.03551,9.264,0.04672
2020-01-10 12:00:00,8056.05,142.39,14.7751,48.56,0.03664,9.615,0.0478
2020-01-10 16:00:00,8073.5,143.44,14.9454,49.02,0.03669,9.586,0.04749
2020-01-10 20:00:00,8195.0,144.32,15.0422,49.07,0.03688,9.899,0.04795
2020-01-11 00:00:00,8168.01,143.67,14.8844,49.15,0.03701,9.723,0.04814
2020-01-11 04:00:00,8076.34,142.94,14.883,48.89,0.03687,9.751,0.04781
2020-01-11 08:00:00,8044.52,142.76,14.8571,48.25,0.03668,9.734,0.04758
2020-01-11 12:00:00,8101.1,143.7,14.9238,50.44,0.03707,9.748,0.04834
2020-01-11 16:00:00,8165.54,146.35,15.1979,51.34,0.03759,9.938,0.04922
2020-01-11 20:00:00,8026.42,142.74,14.9509,49.52,0.03676,9.675,0.04836
2020-01-12 00:00:00,8087.39,143.92,15.1705,50.64,0.037,9.788,0.04873
2020-01-12 04:00:00,8098.45,144.72,15.2717,50.98,0.03713,10.344,0.0488
2020-01-12 08:00:00,8118.42,143.45,15.2873,50.04,0.03701,10.224,0.04853
2020-01-12 12:00:00,8161.46,144.9,15.2984,50.9,0.03743,10.263,0.04919
2020-01-12 16:00:00,8127.79,144.7,15.165,50.12,0.03712,10.152,0.04874
2020-01-12 20:00:00,8185.42,146.07,15.2986,51.47,0.03772,10.196,0.04889
2020-01-13 00:00:00,8117.89,143.52,15.0761,49.86,0.03705,9.917,0.04799
2020-01-13 04:00:00,8080.83,143.06,14.9855,49.91,0.037,9.854,0.04798
2020-01-13 08:00:00,8074.21,143.11,15.0387,50.06,0.03719,9.873,0.04809
2020-01-13 12:00:00,8083.24,142.81,15.0374,49.29,0.03684,9.814,0.04765
2020-01-13 16:00:00,8113.45,143.48,15.0702,49.66,0.03686,9.878,0.04797
2020-01-13 20:00:00,8102.27,143.9,15.1852,49.64,0.03695,10.0,0.04813
2020-01-14 00:00:00,8474.38,149.1,15.5389,53.85,0.03789,10.281,0.04901
2020-01-14 04:00:00,8507.57,149.06,15.5086,53.43,0.03788,10.35,0.04946
2020-01-14 08:00:00,8526.47,151.36,15.6166,54.17,0.03842,10.183,0.04993
2020-01-14 12:00:00,8690.16,156.8,16.0703,57.07,0.03888,10.796,0.05103
2020-01-14 16:00:00,8768.74,165.28,16.603,58.01,0.0411,11.007,0.05275
2020-01-14 20:00:00,8847.12,166.38,16.6507,58.51,0.04179,11.221,0.05296
2020-01-15 00:00:00,8734.0,163.01,16.9182,58.03,0.04162,11.45,0.05407
2020-01-15 04:00:00,8639.16,161.67,16.4677,57.09,0.04075,11.077,0.05276
2020-01-15 08:00:00,8723.58,164.33,17.6557,57.7,0.04223,11.502,0.05455
2020-01-15 12:00:00,8772.71,162.76,17.3912,57.17,0.04121,11.258,0.05425
2020-01-15 16:00:00,8750.9,164.58,17.5835,57.49,0.04168,11.334,0.0549
2020-01-15 20:00:00,8817.79,165.91,17.6664,57.95,0.04258,11.443,0.05449
2020-01-16 00:00:00,8645.51,159.97,16.5045,55.06,0.04087,10.872,0.05268
2020-01-16 04:00:00,8677.06,160.86,16.7353,55.89,0.0409,11.043,0.05322
2020-01-16 08:00:00,8720.15,163.32,16.735,56.37,0.04056,10.976,0.05339
2020-01-16 12:00:00,8715.31,162.73,16.9159,56.76,0.04082,10.946,0.05326
2020-01-16 16:00:00,8694.58,163.44,17.1523,57.66,0.04105,11.009,0.05391
2020-01-16 20:00:00,8730.0,164.43,17.0525,57.68,0.04139,11.272,0.05367
2020-01-17 00:00:00,8782.64,165.21,18.0254,58.7,0.04208,11.505,0.05413
2020-01-17 04:00:00,8932.11,170.75,18.1586,60.04,0.04268,11.564,0.05475
2020-01-17 08:00:00,8901.92,170.39,17.7934,59.63,0.04307,11.415,0.05714
2020-01-17 12:00:00,8849.89,168.1,17.8219,59.86,0.04321,11.412,0.05742
2020-01-17 16:00:00,8875.02,168.66,17.8385,61.17,0.04462,11.525,0.06017
2020-01-17 20:00:00,8915.59,170.21,18.1047,61.24,0.04534,11.92,0.061
2020-01-18 00:00:00,8925.84,171.98,17.9277,61.38,0.0454,11.819,0.06016
2020-01-18 04:00:00,8843.08,168.29,17.6838,59.29,0.04445,11.397,0.06119
2020-01-18 08:00:00,8860.23,168.8,17.7858,59.51,0.04525,11.634,0.06387
2020-01-18 12:00:00,8898.03,175.03,17.9761,59.14,0.0448,12.061,0.0623
2020-01-18 16:00:00,8903.79,174.42,17.8907,58.87,0.04439,12.095,0.0621
2020-01-18 20:00:00,8917.29,174.19,17.7973,59.23,0.04496,11.914,0.06155
2020-01-19 00:00:00,9154.47,176.58,18.2458,61.42,0.04559,12.004,0.06242
2020-01-19 04:00:00,9083.7,175.96,17.9758,61.05,0.04548,11.918,0.06176
2020-01-19 08:00:00,8683.66,166.65,17.2246,57.43,0.04261,11.193,0.05982
2020-01-19 12:00:00,8642.23,165.04,16.9755,56.64,0.04205,11.073,0.0608
2020-01-19 16:00:00,8658.39,165.02,17.112,56.6,0.04214,10.995,0.05975
2020-01-19 20:00:00,8718.51,166.83,17.321,57.68,0.04204,11.237,0.06025
2020-01-20 00:00:00,8652.14,165.51,17.1641,56.75,0.04227,11.116,0.0609
2020-01-20 04:00:00,8653.11,165.98,17.1772,57.36,0.04297,11.125,0.06427
2020-01-20 08:00:00,8627.2,162.89,17.093,56.43,0.04328,10.962,0.06235
2020-01-20 12:00:00,8671.04,166.85,17.2708,57.96,0.0435,11.189,0.06434
2020-01-20 16:00:00,8680.04,167.72,17.3485,57.19,0.04378,11.204,0.06355
2020-01-20 20:00:00,8644.33,166.85,17.3027,57.22,0.04393,11.123,0.06252
2020-01-21 00:00:00,8664.14,167.85,17.5693,57.89,0.04579,11.213,0.06349
2020-01-21 04:00:00,8634.17,166.25,17.3977,57.53,0.04505,11.177,0.06313
2020-01-21 08:00:00,8650.96,167.73,17.5282,57.76,0.04589,11.206,0.06354
2020-01-21 12:00:00,8667.8,168.06,17.7604,57.18,0.04656,11.16,0.06383
2020-01-21 16:00:00,8539.81,165.4,17.6346,56.11,0.04458,10.877,0.06167
2020-01-21 20:00:00,8754.88,169.19,18.1167,57.56,0.04622,11.195,0.06312
2020-01-22 00:00:00,8715.78,169.06,18.1811,57.34,0.04554,11.13,0.06273
2020-01-22 04:00:00,8729.27,169.34,18.2783,58.43,0.04613,11.299,0.06307
2020-01-22 08:00:00,8667.36,167.92,17.8015,58.2,0.04612,11.228,0.06274
2020-01-22 12:00:00,8661.4,167.7,17.7096,58.14,0.0458,11.284,0.06228
2020-01-22 16:00:00,8664.35,168.21,17.6928,58.21,0.0459,11.266,0.0622
2020-01-22 20:00:00,8670.36,168.22,17.8143,58.28,0.04582,11.225,0.06104
2020-01-23 00:00:00,8603.77,165.62,17.4377,57.02,0.04474,10.976,0.05966
2020-01-23 04:00:00,8580.98,164.77,17.405,56.46,0.04423,10.929,0.06003
2020-01-23 08:00:00,8423.86,162.99,17.1237,56.19,0.04377,10.633,0.0598
2020-01-23 12:00:00,8356.74,163.49,17.0101,55.52,0.0436,10.612,0.0583
2020-01-23 16:00:00,8361.69,160.26,16.8413,53.55,0.04276,10.496,0.05701
2020-01-23 20:00:00,8414.87,162.9,17.0816,54.46,0.04346,10.603,0.05828
2020-01-24 00:00:00,8324.52,159.24,16.6597,52.74,0.04215,10.334,0.05624
2020-01-24 04:00:00,8333.31,159.13,16.6228,52.44,0.04234,10.342,0.05579
2020-01-24 08:00:00,8410.77,160.96,17.0909,53.79,0.0431,10.453,0.05681
2020-01-24 12:00:00,8506.92,162.62,17.3556,54.95,0.04428,10.646,0.05785
2020-01-24 16:00:00,8503.17,164.52,17.2919,55.19,0.04506,10.612,0.05757
2020-01-24 20:00:00,8451.96,162.34,17.0272,54.66,0.04496,10.526,0.05748
2020-01-25 00:00:00,8293.73,159.32,16.7264,52.97,0.04408,10.323,0.05653
2020-01-25 04:00:00,8313.78,159.92,16.8484,53.68,0.04386,10.313,0.05632
2020-01-25 08:00:00,8322.18,158.99,16.8271,53.05,0.04329,10.291,0.05604
2020-01-25 12:00:00,8338.55,160.43,16.8847,53.31,0.04309,10.322,0.056
2020-01-25 16:00:00,8361.62,161.25,16.9598,53.84,0.04363,10.354,0.0563
2020-01-25 20:00:00,8344.78,160.63,16.9378,53.2,0.04316,10.371,0.0561
2020-01-26 00:00:00,8376.42,161.28,17.0623,53.68,0.04346,10.392,0.05646
2020-01-26 04:00:00,8386.49,161.03,17.1018,53.68,0.04331,10.393,0.05649
2020-01-26 08:00:00,8475.43,163.14,17.2428,54.62,0.04405,10.593,0.05736
2020-01-26 12:00:00,8453.1,163.28,17.1964,54.23,0.04388,10.588,0.05762
2020-01-26 16:00:00,8568.68,166.26,17.35,55.79,0.04418,10.692,0.0578
2020-01-26 20:00:00,8612.12,167.85,17.4624,55.89,0.04434,10.79,0.05831
2020-01-27 00:00:00,8670.96,167.81,17.56,56.42,0.04498,10.947,0.05889
2020-01-27 04:00:00,8662.02,167.43,17.4846,56.72,0.04484,10.815,0.05856
2020-01-27 08:00:00,8735.55,168.56,17.5351,58.0,0.04464,10.862,0.0589
2020-01-27 12:00:00,8774.34,169.89,17.6497,59.04,0.04616,11.147,0.06055
2020-01-27 16:00:00,8931.64,171.09,17.7219,58.99,0.04796,11.194,0.0604
2020-01-27 20:00:00,8914.11,170.28,17.6844,58.57,0.04797,11.136,0.05966
2020-01-28 00:00:00,9105.0,173.09,17.8479,60.78,0.04848,11.215,0.06042
2020-01-28 04:00:00,9047.83,172.56,17.8108,60.08,0.05161,11.101,0.06021
2020-01-28 08:00:00,9077.79,171.7,17.7414,60.11,0.05121,11.2,0.06028
2020-01-28 12:00:00,9027.63,172.48,17.7395,58.7,0.05089,11.13,0.06034
2020-01-28 16:00:00,9007.7,171.41,17.6936,58.49,0.05172,11.127,0.06007
2020-01-28 20:00:00,9380.14,175.91,18.0514,60.59,0.05298,11.421,0.06078
2020-01-29 00:00:00,9350.61,176.58,18.1604,61.31,0.05475,11.355,0.06131
2020-01-29 04:00:00,9366.89,178.07,18.3097,61.44,0.05589,11.616,0.06174
2020-01-29 08:00:00,9304.53,176.22,18.0043,60.61,0.05576,11.349,0.0614
2020-01-29 12:00:00,9287.31,175.23,17.966,59.81,0.05554,11.258,0.06042
2020-01-29 16:00:00,9393.13,176.6,18.1066,60.62,0.05649,11.378,0.06141
2020-01-29 20:00:00,9300.85,173.86,17.9334,60.0,0.0535,11.25,0.06069
2020-01-30 00:00:00,9279.79,173.36,17.7584,59.11,0.05351,11.017,0.06008
2020-01-30 04:00:00,9389.61,176.12,18.1948,61.95,0.05496,11.383,0.06095
2020-01-30 08:00:00,9341.99,174.88,18.0718,61.84,0.05414,11.307,0.06083
2020-01-30 12:00:00,9389.56,177.03,18.1946,65.86,0.05441,11.5,0.06131
2020-01-30 16:00:00,9506.67,181.41,18.2924,68.25,0.05579,11.584,0.06187
2020-01-30 20:00:00,9526.47,184.41,18.5883,68.18,0.05628,11.656,0.06279
2020-01-31 00:00:00,9445.32,183.45,18.8451,68.61,0.05531,11.651,0.0625
2020-01-31 04:00:00,9368.95,182.39,18.3495,67.13,0.05398,11.597,0.06162
2020-01-31 08:00:00,9329.12,181.11,18.2786,68.11,0.05412,11.512,0.06138
2020-01-31 12:00:00,9333.99,179.81,18.0896,68.04,0.05356,11.273,0.0604
2020-01-31 16:00:00,9297.56,179.51,18.0962,67.01,0.05312,11.375,0.06051
2020-01-31 20:00:00,9352.98,179.53,18.1224,67.66,0.05394,11.465,0.06055
2020-02-01 00:00:00,9432.2,182.62,18.4389,72.0,0.05485,11.57,0.06164
2020-02-01 04:00:00,9415.51,183.07,18.4324,72.16,0.05498,11.507,0.06177
2020-02-01 08:00:00,9351.07,180.8,18.1033,69.65,0.05351,11.25,0.06055
2020-02-01 12:00:00,9342.23,181.6,18.1279,69.58,0.05397,11.289,0.06242
2020-02-01 16:00:00,9360.71,182.67,18.1306,71.08,0.05601,11.361,0.06179
2020-02-01 20:00:00,9388.81,183.75,18.2375,70.86,0.05621,11.435,0.06222
2020-02-02 00:00:00,9273.12,180.27,17.9569,68.57,0.05729,11.362,0.06163
2020-02-02 04:00:00,9379.68,187.5,18.18,70.87,0.05788,12.382,0.063
2020-02-02 08:00:00,9438.87,191.73,18.4543,71.61,0.05778,12.422,0.06484
2020-02-02 12:00:00,9450.52,192.91,18.6583,72.2,0.05769,12.353,0.0654
2020-02-02 16:00:00,9440.45,191.5,18.6899,71.52,0.05718,12.292,0.06541
2020-02-02 20:00:00,9332.83,188.65,18.4342,69.96,0.05566,12.044,0.06348
2020-02-03 00:00:00,9388.33,191.39,18.4053,71.17,0.05625,12.099,0.0638
2020-02-03 04:00:00,9376.39,190.45,18.4745,70.93,0.05663,12.219,0.06423
2020-02-03 08:00:00,9347.65,189.89,18.3673,70.39,0.0567,12.069,0.06384
2020-02-03 12:00:00,9270.48,188.23,18.217,68.84,0.05584,11.798,0.06273
2020-02-03 16:00:00,9308.85,189.65,18.369,69.33,0.05729,11.911,0.0632
2020-02-03 20:00:00,9299.8,190.15,18.4649,69.67,0.05704,11.875,0.06392
2020-02-04 00:00:00,9287.09,188.31,18.4322,69.04,0.05647,12.097,0.06343
2020-02-04 04:00:00,9276.42,188.14,18.3481,68.57,0.05608,11.921,0.06344
2020-02-04 08:00:00,9189.12,187.23,18.0452,67.76,0.05516,11.695,0.06265
2020-02-04 12:00:00,9205.04,188.48,18.1716,68.22,0.05637,11.985,0.06556
2020-02-04 16:00:00,9180.0,187.86,18.1408,67.38,0.05588,12.102,0.06654
2020-02-04 20:00:00,9195.95,189.06,18.1488,68.04,0.0561,12.182,0.06622
2020-02-05 00:00:00,9232.14,189.17,18.7402,68.32,0.05599,12.381,0.06681
2020-02-05 04:00:00,9263.76,190.64,18.7088,69.34,0.05717,12.67,0.06828
2020-02-05 08:00:00,9412.36,197.33,18.9935,71.74,0.05865,12.647,0.06733
2020-02-05 12:00:00,9481.52,198.82,19.1646,71.84,0.06003,12.658,0.06839
2020-02-05 16:00:00,9649.0,202.24,19.1743,71.64,0.05905,12.644,0.06841
2020-02-05 20:00:00,9610.31,203.85,19.2642,72.75,0.05932,12.635,0.0687
2020-02-06 00:00:00,9617.0,206.07,19.2231,74.0,0.06062,12.858,0.06891
2020-02-06 04:00:00,9629.76,211.43,19.5713,73.71,0.06034,13.025,0.07063
2020-02-06 08:00:00,9698.14,209.5,19.9192,74.56,0.06066,13.066,0.07032
2020-02-06 12:00:00,9790.29,212.43,20.5303,73.66,0.05985,12.949,0.06972
2020-02-06 16:00:00,9746.84,212.14,20.5567,73.28,0.05981,12.951,0.07088
2020-02-06 20:00:00,9766.99,213.28,20.6531,73.57,0.06007,12.871,0.07056
2020-02-07 00:00:00,9787.0,217.17,20.8936,73.87,0.0617,12.968,0.07162
2020-02-07 04:00:00,9801.31,218.89,21.385,74.0,0.06074,12.993,0.07306
2020-02-07 08:00:00,9813.58,220.32,22.0164,73.88,0.06103,12.989,0.07237
2020-02-07 12:00:00,9810.86,221.82,21.7904,73.35,0.06066,12.778,0.07218
2020-02-07 16:00:00,9775.58,221.37,22.3498,73.8,0.06052,12.884,0.07201
2020-02-07 20:00:00,9815.0,223.52,22.0819,74.36,0.05998,12.797,0.07205
2020-02-08 00:00:00,9710.99,217.45,21.4016,72.15,0.05844,12.363,0.06939
2020-02-08 04:00:00,9764.49,220.26,21.7113,74.24,0.06026,12.723,0.07046
2020-02-08 08:00:00,9812.09,226.05,21.857,75.99,0.06072,12.926,0.07133
2020-02-08 12:00:00,9829.31,224.87,21.7307,75.92,0.06049,12.91,0.07142
2020-02-08 16:00:00,9864.57,224.82,21.7462,77.57,0.06064,12.935,0.07105
2020-02-08 20:00:00,9903.38,223.44,21.8083,76.6,0.06029,12.698,0.07112
2020-02-09 00:00:00,10041.77,228.32,23.3503,77.43,0.06182,12.98,0.07201
2020-02-09 04:00:00,10124.71,229.77,23.262,77.9,0.06211,13.45,0.0735
2020-02-09 08:00:00,10108.25,228.47,22.9143,77.16,0.06178,13.205,0.07365
2020-02-09 12:00:00,10114.0,227.6,23.2906,76.15,0.06127,13.379,0.07244
2020-02-09 16:00:00,10077.06,226.85,23.797,76.22,0.06116,13.888,0.07272
2020-02-09 20:00:00,10153.53,228.16,24.2821,77.0,0.06193,14.2,0.07303
2020-02-10 00:00:00,10098.0,225.6,23.7727,75.71,0.06087,13.944,0.07259
2020-02-10 04:00:00,9973.0,224.04,24.7633,75.35,0.06053,13.837,0.07144
2020-02-10 08:00:00,9808.4,218.51,24.3789,73.01,0.05902,13.319,0.06901
2020-02-10 12:00:00,9877.34,223.73,25.1641,74.74,0.06009,13.483,0.07099
2020-02-10 16:00:00,9842.19,220.98,25.3644,73.58,0.05939,13.423,0.07037
2020-02-10 20:00:00,9850.16,223.3,25.1091,74.15,0.06038,13.622,0.0708
2020-02-11 00:00:00,9733.17,218.88,24.5724,72.84,0.05907,13.331,0.0691
2020-02-11 04:00:00,9732.47,218.7,24.5126,72.85,0.05914,13.044,0.06954
2020-02-11 08:00:00,9792.6,222.6,24.9705,74.39,0.05969,13.39,0.07112
2020-02-11 12:00:00,10169.6,228.86,24.9444,76.13,0.0611,13.755,0.07241
2020-02-11 16:00:00,10253.64,237.94,25.5014,76.67,0.06202,13.933,0.07373
2020-02-11 20:00:00,10228.72,237.19,25.6849,76.52,0.06332,13.83,0.07405
2020-02-12 00:00:00,10270.56,244.51,25.5215,78.0,0.06504,14.328,0.07796
2020-02-12 04:00:00,10376.15,253.72,25.8718,79.3,0.06543,14.568,0.07756
2020-02-12 08:00:00,10332.95,255.89,25.7513,79.09,0.06668,14.833,0.07908
2020-02-12 12:00:00,10326.98,254.64,25.4742,78.72,0.06637,14.679,0.07838
2020-02-12 16:00:00,10317.6,266.17,25.7347,81.99,0.06913,14.954,0.08089
2020-02-12 20:00:00,10348.98,265.53,26.4496,81.26,0.06824,14.685,0.08033
2020-02-13 00:00:00,10382.45,269.11,26.3912,82.75,0.07067,15.543,0.08503
2020-02-13 04:00:00,10337.9,266.62,25.8445,81.11,0.06857,15.4,0.08192
2020-02-13 08:00:00,10155.86,263.05,24.9931,78.82,0.06807,14.729,0.08196
2020-02-13 12:00:00,10253.17,270.87,25.682,80.96,0.06929,15.64,0.08433
2020-02-13 16:00:00,10254.22,269.27,25.4783,81.3,0.0694,15.218,0.08439
2020-02-13 20:00:00,10217.13,268.96,25.4795,80.26,0.06872,15.101,0.08319
2020-02-14 00:00:00,10247.85,266.05,25.8187,80.94,0.06948,15.292,0.08338
2020-02-14 04:00:00,10128.64,263.26,25.1652,79.57,0.06761,14.962,0.0806
2020-02-14 08:00:00,10258.79,270.95,25.6365,81.95,0.06944,15.453,0.08386
2020-02-14 12:00:00,10257.68,273.37,25.7565,81.28,0.06939,16.392,0.08464
2020-02-14 16:00:00,10344.14,282.27,26.2649,82.58,0.07037,16.452,0.08635
2020-02-14 20:00:00,10344.17,285.68,26.2998,83.1,0.0708,16.668,0.08637
2020-02-15 00:00:00,10274.58,282.1,25.7546,81.22,0.07011,16.212,0.08598
2020-02-15 04:00:00,10232.29,279.57,25.6441,79.96,0.0688,15.97,0.08443
2020-02-15 08:00:00,10243.39,281.73,26.2753,80.93,0.06968,16.075,0.08573
2020-02-15 12:00:00,9980.64,273.45,25.2855,78.97,0.06711,15.272,0.08157
2020-02-15 16:00:00,9897.03,266.63,24.0312,76.34,0.06461,15.152,0.07825
2020-02-15 20:00:00,9898.96,265.05,24.1797,76.58,0.06373,15.046,0.07828
2020-02-16 00:00:00,10008.37,271.53,24.9007,79.62,0.06653,15.556,0.08037
2020-02-16 04:00:00,9966.67,270.99,24.6542,78.68,0.06598,15.494,0.0791
2020-02-16 08:00:00,9920.29,266.42,24.1804,77.7,0.06458,15.404,0.07833
2020-02-16 12:00:00,9858.57,258.81,23.2721,74.29,0.06067,14.415,0.07201
2020-02-16 16:00:00,9758.44,250.33,22.8829,71.27,0.05945,14.319,0.07139
2020-02-16 20:00:00,9928.33,259.15,23.3555,74.78,0.06187,14.813,0.07464
2020-02-17 00:00:00,9812.74,249.39,22.4012,70.98,0.05872,13.992,0.06994
2020-02-17 04:00:00,9749.29,248.7,22.5689,71.24,0.05917,13.976,0.07024
2020-02-17 08:00:00,9605.42,247.88,22.2091,70.56,0.05722,13.862,0.0692
2020-02-17 12:00:00,9649.02,258.21,22.5821,72.53,0.05921,14.638,0.07004
2020-02-17 16:00:00,9650.04,261.09,23.0868,72.38,0.05981,14.6,0.07156
2020-02-17 20:00:00,9708.77,267.94,23.4736,73.19,0.06012,15.044,0.07277
2020-02-18 00:00:00,9708.23,269.01,23.5216,74.35,0.06144,15.236,0.07368
2020-02-18 04:00:00,9790.53,269.03,23.687,74.13,0.06176,15.302,0.07403
2020-02-18 08:00:00,9714.07,267.67,23.402,72.85,0.06032,14.909,0.07332
2020-02-18 12:00:00,9833.85,273.92,23.5771,73.96,0.06061,15.196,0.07339
2020-02-18 16:00:00,10043.0,284.92,24.1273,77.65,0.06214,15.54,0.07564
2020-02-18 20:00:00,10158.14,282.08,24.0926,77.12,0.06275,15.448,0.07579
2020-02-19 00:00:00,10147.69,280.26,24.0944,77.91,0.06246,15.467,0.07586
2020-02-19 04:00:00,10064.97,277.0,23.866,76.5,0.06091,15.211,0.07533
2020-02-19 08:00:00,10219.66,282.81,24.1021,77.78,0.06271,15.336,0.07684
2020-02-19 12:00:00,10123.49,279.93,23.8761,77.59,0.06238,15.374,0.07629
2020-02-19 16:00:00,10149.65,276.87,23.9525,76.59,0.06214,15.062,0.07797
2020-02-19 20:00:00,9601.99,258.8,22.3708,70.75,0.05748,14.041,0.06992
2020-02-20 00:00:00,9584.96,260.87,22.1202,71.02,0.05767,14.202,0.0699
2020-02-20 04:00:00,9599.99,261.02,22.2115,70.64,0.05783,14.242,0.07055
2020-02-20 08:00:00,9582.36,254.12,21.8681,68.98,0.05646,13.738,0.07015
2020-02-20 12:00:00,9574.0,254.59,21.6141,68.95,0.05691,13.745,0.06933
2020-02-20 16:00:00,9549.99,255.44,21.8356,68.28,0.05752,13.753,0.06885
2020-02-20 20:00:00,9608.23,257.81,22.2896,69.52,0.05801,14.125,0.07044
2020-02-21 00:00:00,9705.41,262.01,22.7255,72.12,0.05934,14.166,0.07155
2020-02-21 04:00:00,9683.14,260.5,22.2903,72.03,0.05914,14.063,0.07129
2020-02-21 08:00:00,9710.67,262.27,22.409,71.96,0.05906,14.091,0.07228
2020-02-21 12:00:00,9717.79,264.76,22.2914,73.87,0.05911,14.103,0.07171
